strategy,total_return,annualized_return,annualized_vol,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,max_drawdown,skewness,kurtosis,var_95_hist,var_95_param,var_95_cf,cvar_95,var_99_hist,var_99_param,var_99_cf,cvar_99,information_ratio,beta
SAC_Policy,2.4955968213444386,0.7111719971189808,0.04216475848774872,16.86643882619316,27.074568599884152,111.24136177556016,18.539122327096408,-0.006393043678665286,0.7229253308639073,3.1517034697583926,0.001240886743452676,0.00154683416223777,0.0008059950276652259,0.0022729487551018724,0.003062674708410895,0.0033569715586956807,0.0033797324678793822,0.004079120279201555,3.42721286357971,-0.010965750566195549
Lagrangian_Opt,-0.12409435334684316,-0.012556597703374377,0.1524960472945253,-0.08234039409553162,-0.07232110520615273,-0.06738073310191246,0.985154474394189,-0.18635292985867874,-0.06368314951584017,3.4478201196283287,0.016365793019851613,0.01585086415980011,0.015355624625556456,0.02399238371956418,0.027242271723249552,0.022397535074565097,0.030575985940095654,0.03227578279582078,-1.6263227542380685,0.44440415766262314
Benchmark,,0.2388759937190202,0.1280689089384485,1.865212248669673,1.8157446152909098,2.3949103469325905,1.3619366402769553,-0.09974317830973085,-0.25988619544814207,0.7146336823536807,0.013773023891167746,0.012322072459405545,0.012791477445084893,0.017281279685002673,0.019603056476910626,0.0178200838249967,0.020504594878036245,0.02363877218852341,,
