strategy,total_return,annualized_return,annualized_vol,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,max_drawdown,skewness,kurtosis,var_95_hist,var_95_param,var_95_cf,cvar_95,var_99_hist,var_99_param,var_99_cf,cvar_99,information_ratio,beta
Lagrangian_Opt,-0.5083399269846802,0.0002181016714163644,0.2488095239779908,0.0008765803204657283,0.000811978358896721,0.0003807223256174165,1.0001794214379185,-0.5728628266163435,-0.47868132303502836,18.012020296444494,0.021590811484578573,0.025779791869195913,0.022147747067081777,0.03822805695112965,0.041405860908184995,0.036461210193418345,0.10662749507947261,0.07326438399908687,-0.43913446353657115,-0.005773770955602485
SAC_Policy,-0.11507859351921224,-0.006021528870625175,0.037562115846914365,-0.16030788699651208,-0.1576194437348066,-0.0498880276156253,0.9736715173624656,-0.12070087072071199,-0.3044686184649688,4.037463773271105,0.0037590132308784234,0.003915932618155375,0.003923805402515368,0.005184142082612512,0.005688395205540105,0.005528478095069224,0.008209143117410304,0.007717281089056705,-0.7687542206264267,-0.001711631659126604
Benchmark,,0.138530078751202,0.1761869011920449,0.7862670436786884,0.7374807451856378,0.41085804454235664,1.162803969336476,-0.337172598864229,-0.5546363657392904,12.721675321654379,0.01676260610632636,0.017706066298934908,0.016542347991876434,0.027128485298738732,0.031971249805725674,0.025269787995726333,0.061520851674979074,0.04581573749343734,,
