date,capital,period_return,long_return,benchmark_return,borrow_cost,turnover,n_names,avg_buyers,total_value
2022-02-14,1128211.447891509,0.00934421634595715,-0.019687255000729802,-0.029269566584782192,0.0002380952380952381,0.4166666666666668,22,3.3636363636363638,63733006.3436
2022-03-15,1150490.6498994303,0.020675250482716505,0.05254751302632202,0.031634167305510275,0.0002380952380952381,0.909090909090909,33,2.909090909090909,368778610.4649
2022-04-12,1169310.4489096834,0.01653745237790897,-0.08712816294172919,-0.1039037105577334,0.0002380952380952381,0.17647058823529413,34,2.8529411764705883,362414666.18030006
2022-05-11,1181226.411462289,0.010746499877984782,0.033110616254680536,0.022126021138600516,0.0002380952380952381,0.5499999999999999,40,3.05,430168183.1191
2022-06-09,1137733.1759303613,-0.03640743732198718,-0.07490540873101009,-0.03873606664711815,0.0002380952380952381,0.42857142857142866,42,2.9285714285714284,411455381.3715
2022-07-11,1151740.559443649,0.012626698960856171,0.08771563382699125,0.07485083962803984,0.0002380952380952381,0.311111111111111,45,2.933333333333333,382301599.32580006
2022-08-08,1162545.3050225144,0.009553070982882016,-0.04403571005860779,-0.053826876279585045,0.0002380952380952381,0.17021276595744686,47,2.851063829787234,379552615.63560003
2022-09-06,1158591.5137312429,-0.002976713016550683,-0.031496435908875554,-0.02875781813042011,0.0002380952380952381,0.425531914893617,39,2.8974358974358974,256632303.65780005
2022-10-04,1163839.5297694332,0.004890381596464621,0.02245786698579333,0.01732939015123347,0.0002380952380952381,0.35897435897435903,37,3.027027027027027,279493990.0613
2022-11-01,1175802.9363426596,0.010770984232405002,0.07124014820602632,0.06023106873552608,0.0002380952380952381,0.4864864864864864,30,2.966666666666667,264385390.62649998
2022-11-30,1184084.3399820267,0.007782230435119984,-0.04711905223976574,-0.05513937791298096,0.0002380952380952381,0.7333333333333335,25,3.08,64631358.9589
2022-12-29,1239466.5251806795,0.047295810435036396,0.09226049061504614,0.044726584941914505,0.0002380952380952381,0.5,28,3.107142857142857,49609668.389400005
2023-01-30,1224799.2867654827,-0.011692322297230332,-0.022263197224146016,-0.010808970165010923,0.0002380952380952381,0.1428571428571429,27,3.111111111111111,48966556.9501
2023-02-28,1135048.4385877124,-0.07278348946090375,-0.07040090132139003,0.0021444929014184932,0.0002380952380952381,0.5333333333333332,30,3.2666666666666666,56673113.0386
2023-03-28,1128897.3557024787,-0.005098288973548563,0.017283250209550124,0.02214344394500345,0.0002380952380952381,0.32258064516129037,31,3.5806451612903225,69409516.7622
2023-04-26,1081611.5706098017,-0.0417012230154043,-0.0248193854896804,0.01664374228762866,0.0002380952380952381,0.1935483870967742,31,3.5806451612903225,69967124.0172
2023-05-24,1034837.7087239549,-0.04260633955621955,0.015354463891714956,0.05772270820983927,0.0002380952380952381,0.6666666666666666,36,3.638888888888889,65156678.219799995
2023-06-23,1103560.2385015844,0.0668773778258063,0.11556765256303103,0.0484521794991295,0.0002380952380952381,0.4390243902439024,41,3.5853658536585367,72566566.8577
2023-07-24,1081271.0616834234,-0.020149719552660303,-0.05262844687930713,-0.032716822564742065,0.0002380952380952381,0.04878048780487805,41,3.317073170731707,77454381.68710001
2023-08-21,1051223.9770846604,-0.027607759709489144,-0.016144718228648512,0.011224946242745393,0.0002380952380952381,0.18604651162790706,43,3.0697674418604652,74876844.82280001
2023-09-19,1015025.4976173978,-0.03385041872583213,-0.04872385321382543,-0.015111529726088535,0.0002380952380952381,0.6046511627906976,34,2.8823529411764706,61160181.03450001
2023-10-17,1001858.3483904873,-0.012803001170473682,0.016585271217848942,0.029150177150227385,0.0002380952380952381,0.17142857142857143,35,2.914285714285714,70432587.79560001
