date,capital,period_return
2019-12-13,956630.017345171,-0.00043721128555961747
2019-12-16,956657.3972356784,2.86211910675824e-05
2019-12-17,956346.8396196405,-0.0003246278311705785
2019-12-18,956334.191355378,-1.322560366020401e-05
2019-12-19,956510.425218311,0.00018428062546120783
2019-12-20,956147.0397191172,-0.00037990751549922845
2019-12-23,956250.3632703873,0.00010806240774465089
2019-12-24,955966.842749304,-0.0002964919355571606
2019-12-26,955957.0438060649,-1.0250296140990045e-05
2019-12-27,956011.7891579086,5.726758560810686e-05
2019-12-30,956154.6898470254,0.00014947586498145185
2019-12-31,955939.9539260186,-0.00022458282460682596
2020-01-02,955997.2601170473,5.9947479748563264e-05
2020-01-03,955997.2601170473,0.0
2020-01-06,955997.2601170473,0.0
2020-01-07,956049.7221898524,5.487680246969477e-05
2020-01-08,955444.8034759413,-0.0006327272524335438
2020-01-09,955557.0721915745,0.00011750413548185178
2020-01-10,955400.1920482182,-0.00016417663363266777
2020-01-13,955831.9453089488,0.0004519082833812369
2020-01-14,956438.6375865479,0.0006347269314199693
2020-01-15,956364.8992121874,-7.709681673532779e-05
2020-01-16,955593.0502411831,-0.0008070653488433154
2020-01-17,955545.692169225,-4.9558828359263726e-05
2020-01-21,956534.2636193086,0.0010345621964341467
2020-01-22,956255.4416115087,-0.000291491918694936
2020-01-23,956340.7586622791,8.921993753735732e-05
2020-01-24,957448.7664920925,0.0011585910354415109
2020-01-27,957998.066430068,0.0005737120953092304
2020-01-28,957609.5878943948,-0.0004055107721886161
2020-01-29,959285.4279673587,0.0017500243253084676
2020-01-30,958849.3776456967,-0.00045455743301126743
2020-01-31,959151.8001992163,0.0003154015224601331
2020-02-03,961703.2898619582,0.002660152086679111
2020-02-04,963519.6121849901,0.0018886514605690366
2020-02-05,963675.3487818091,0.00016163303252926002
2020-02-06,962159.8092137846,-0.0015726661161772823
2020-02-07,961592.0599039744,-0.0005900779728827889
2020-02-10,962149.936062291,0.0005801588652597403
2020-02-11,963093.6264403857,0.0009808142605683486
2020-02-12,964386.993759491,0.0013429299951715251
2020-02-13,964931.7265034236,0.0005648487043661491
2020-02-14,965423.9398526474,0.0005101017364279443
2020-02-18,964246.7488153935,-0.0012193514047658589
2020-02-19,965802.3127322593,0.0016132425842002671
2020-02-20,966739.8627381854,0.0009707473191629321
2020-02-21,969000.7107556959,0.0023386312126478593
2020-02-24,968868.6391776794,-0.00013629667816605226
2020-02-25,969441.4892133998,0.0005912566601459803
2020-02-26,968933.7479539815,-0.0005237461621641652
2020-02-27,969071.9979795084,0.0001426826403960138
2020-02-28,967897.6135705813,-0.0012118649712050313
2020-03-02,966930.5208172208,-0.0009991684448864692
2020-03-03,965411.644214742,-0.0015708228975904286
2020-03-04,965679.3465504501,0.00027729346057938725
2020-03-05,964687.1142175137,-0.0010274966907812115
2020-03-06,961667.8133318236,-0.003129824003235715
2020-03-09,964325.8223322444,0.002763957536658907
2020-03-10,963123.9790931568,-0.0012463041134592873
2020-03-11,966685.3039539516,0.0036976806082100687
2020-03-12,962713.5652311885,-0.004108616016523502
2020-03-13,959471.7619933308,-0.003367360090204214
2020-03-16,965196.37244893,0.005966418900860887
2020-03-17,964777.8737749874,-0.0004335891492017281
2020-03-18,967955.9691611191,0.0032941213439071893
2020-03-19,967810.775765745,-0.00015000000000000001
2020-03-20,967810.775765745,0.0
2020-03-23,967810.775765745,0.0
2020-03-24,967810.775765745,0.0
2020-03-25,967810.775765745,0.0
2020-03-26,967810.775765745,0.0
2020-03-27,967810.775765745,0.0
2020-03-30,967810.775765745,0.0
2020-03-31,967810.775765745,0.0
2020-04-01,966728.6029762151,-0.0011181656751791508
2020-04-02,964211.4986778186,-0.002603734171769909
2020-04-03,964115.0775279508,-0.0001
2020-04-06,964115.0775279508,0.0
2020-04-07,964115.0775279508,0.0
2020-04-08,964115.0775279508,0.0
2020-04-09,964115.0775279508,0.0
2020-04-13,964115.0775279508,0.0
2020-04-14,964115.0775279508,0.0
2020-04-15,964115.0775279508,0.0
2020-04-16,964115.0775279508,0.0
2020-04-17,964115.0775279508,0.0
2020-04-20,964115.0775279508,0.0
2020-04-21,964115.0775279508,0.0
2020-04-22,964115.0775279508,0.0
2020-04-23,964115.0775279508,0.0
2020-04-24,964115.0775279508,0.0
2020-04-27,964115.0775279508,0.0
2020-04-28,964115.0775279508,0.0
2020-04-29,964115.0775279508,0.0
2020-04-30,964115.0775279508,0.0
2020-05-01,964115.0775279508,0.0
